intent,pattern,response_type,is_master,response
kk_info,"cara buat kk baru tegal|syarat kartu keluarga slawi|daftar kk online sipandu|kk tambah anak tegal|syarat kk pindah datang|kk hilang ganti baru|cetak kk mandiri tegal|biaya urus kk dukcapil|formulir f-1.01 f-1.02 kk|update kartu keluarga nikah",static,false," Mengurus Kartu Keluarga (KK) di Kabupaten Tegal kini GRATIS dan bisa dilakukan online melalui Sipandu. 👨‍👩‍👧‍👦✨|Syarat Utama:|Formulir F-1.01 & F-1.02 (Unduh di sipandu.tegalkab.go.id)|Buku Nikah/Akta Perkawinan|KK Lama (untuk update/tambah anggota)|Surat Ket. Lahir (untuk tambah anak)|Prosedur:|Ajukan di portal Sipandu|Upload scan berkas ASLI|Verifikasi 1 hari kerja|Setelah disetujui, Anda bisa Cetak Mandiri dari rumah. ✨"
surat_pindah_luar,"surat pindah luar kabupaten|cara urus surat pindah keluar kabupaten tegal|syarat skpwni slawi|pindah domisili antar kabupaten tegal|formulir f-1.03 pindah keluar|sipandu tegal pindah keluar|proses skpwni berapa lama|cetak surat pindah mandiri|biaya surat pindah luar kota|pindah kependudukan keluar tegal|dokumen pindah antar provinsi",static,false," Untuk mengurus surat pindah keluar Kabupaten Tegal (SKPWNI), layanannya GRATIS dan bisa diakses via Sipandu. 🚗✨|Syarat Dokumen:|Formulir F-1.03 (Unduh di sipandu.tegalkab.go.id)|Kartu Keluarga (KK) Asli|Prosedur:|Isi Formulir F-1.03|Pilih menu 'Pindah Keluar' di Sipandu|Upload scan berkas ASLI|Verifikasi admin (1 hari kerja)|Setelah disetujui, cetak SKPWNI secara mandiri untuk dibawa ke daerah tujuan. ✨"
loakk_info,"apa itu loakk tegal|cara buat loakk anak baru lahir|syarat paket loakk sipandu|kepanjangan loakk|bikin akta kk kia sekaligus|proses loakk berapa lama|loakk gratis atau bayar|formulir f-2.01 loakk|daftar loakk online|manfaat layanan loakk",static,false," LOAKK (Lahir Olih Akta Kelahiran, KK, dan KIA) adalah layanan paket 3-in-1 untuk bayi baru lahir di Kabupaten Tegal. 👶✨|Syarat Dokumen:|Surat Ket. Kelahiran (RS/Bidan)|Formulir F-2.01 (Unduh di sipandu.tegalkab.go.id)|Buku Nikah & KK Asli|Prosedur:|Isi Formulir F-2.01 di portal Sipandu|Upload scan berkas ASLI|Verifikasi 1 hari kerja|Setelah disetujui, Akta & KK bisa dicetak mandiri, sedangkan kartu KIA diambil di Dinas. GRATIS! ✨"
sicantik_info,"apa itu sicantik tegal|syarat urus dokumen cerai|update kk setelah cerai|cara daftar sicantik sipandu|kepanjangan sicantik dukcapil|proses akta cerai ke kk|formulir f-1.02 sicantik|berkas dokumen cerai tegal|alur sicantik pengadilan agama|layanan cerai anti ribet",static,false," SI CANTIK adalah inovasi layanan Sistem Informasi Cerai Anti Ribet, Tercatat, dan Terintegrasi KK. 📑⚖️|Syarat Dokumen:|Formulir F-1.02 & F-1.06 (Bermaterai)|Kartu Keluarga Asli|Akta Cerai dari Pengadilan Agama|Prosedur:|Layanan diajukan oleh petugas Pengadilan Agama yang ditunjuk|Pemohon menandatangani formulir & surat pernyataan|Petugas mengupload berkas ke sistem Sipandu|Setelah verifikasi disetujui, KK baru dengan status cerai akan diterbitkan. ✨"
ktp_info,"cara buat ktp tegal|syarat ktp baru 17 tahun|ktp hilang ganti baru|biaya cetak ktp el|lama proses pembuatan ktp|formulir f-1.21 ktp|syarat ktp rusak|foto copy akta kelahiran ktp|syarat rekam ktp tegal|ktp baru lewat sipandu",static,false," Untuk pengurusan KTP-el di Kabupaten Tegal, berikut informasinya: 🪪✨|Syarat Utama:|Usia minimal 17 tahun/sudah nikah|Formulir F-1.21|Fotokopi KK & Akta Kelahiran/Ijazah|Surat Nikah (jika usia di bawah 17)|Prosedur:|Lakukan perekaman di Kecamatan atau Disdukcapil|Untuk ganti rusak/hilang, bisa ajukan via Sipandu dengan upload surat kehilangan/foto KTP rusak|Waktu penyelesaian tergantung ketersediaan blangko & antrian sistem. GRATIS! ✨"
out_of_topic,cuaca hari ini,static,false,"Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄"
bot_info,siapa kamu|siapa kamu sih|kamu siapa|perkenalkan dirimu|kenalan dong|namamu siapa?|nama,static,false,"Saya adalah Firaa, saya hadir untuk menjawab berbagai kebutuhan masyarakat tentang layanan pemerintah 😄"
out_of_topic,cuaca dong,static,false,"Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄"
out_of_topic,bjirr,static,false,"Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄"
miss_info,kominfo tegallll,static,false,"maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲"
out_of_topic,cuaca hari ini,static,false,"Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄"
kabar,apa kabar,static,false,"Halo! Apa kabar? 😊 Saya baik-baik saja, terima kasih! Sebagai asisten AI, saya selalu siap membantu Anda. Ada yang bisa saya bantu hari ini?"
bot_info,siapa kamu,static,false,Saya adalah chatbot CS untuk menjawab berbagai kebutuhan masyarakat tentang layanan pemerintah 😄
out_of_topic,cuacaa dong,static,false,"Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄"
out_of_topic,bjirrr,static,false,"Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄"
miss_info,kominfo tegallll,static,false,"maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲"
ktp_info,cara buat ktp,static,false,"""untuk syarat membuat Kartu tanda penduduk (KTP) adalah sebagai berikut :|Telah berusia 17 ( tujuh belas ) tahun atau sudah nikah atau pernah nikah.|Mengisi formulir F1.21 Permohonan pembuatan KTP-el.|Foto Copy Akta Kelahiran/Ijazah/STTB.|Foto Copy KK, Surat Nikah/Perkawinan/Perceraian dan dokumen pendukung lainnya."""
ktp_info,pembutan ktp,static,false,"""untuk syarat membuat Kartu tanda penduduk (KTP) adalah sebagai berikut :|Telah berusia 17 ( tujuh belas ) tahun atau sudah nikah atau pernah nikah.|Mengisi formulir F1.21 Permohonan pembuatan KTP-el.|Foto Copy Akta Kelahiran/Ijazah/STTB.|Foto Copy KK, Surat Nikah/Perkawinan/Perceraian dan dokumen pendukung lainnya."""
ktp_info,pembuatan ktp,static,false,"""untuk syarat membuat Kartu tanda penduduk (KTP) adalah sebagai berikut :|Telah berusia 17 ( tujuh belas ) tahun atau sudah nikah atau pernah nikah.|Mengisi formulir F1.21 Permohonan pembuatan KTP-el.|Foto Copy Akta Kelahiran/Ijazah/STTB.|Foto Copy KK, Surat Nikah/Perkawinan/Perceraian dan dokumen pendukung lainnya."""
bot_info,kamu siapa,static,false,"""Saya adalah Firaa, saya hadir untuk menjawab berbagai kebutuhan masyarakat tentang layanan pemerintah 😄"""
kabar,apa kaar,static,false,"""Halo! Apa kabar? 😊 Saya baik-baik saja, terima kasih! Sebagai asisten AI, saya selalu siap membantu Anda. Ada yang bisa saya bantu hari ini?"""
miss_info,hkdhdkbdbdjdbd,static,false,"""maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲"""
kominfo_info,alamat diskominfo kab tegal,static,false,"Diskominfo Kabupaten Tegal berada di sebelah selatan komplek alun alun slawi, tepatnya berada di Jl. DR. Soetomo No.1, Dukuh Ringin, Dukuhwringin, Kec. Slawi, Kabupaten Tegal, Jawa Tengah 52415."
miss_info,Jam buka,static,false,"""maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲"""
miss_info,Alamat,static,false,"""maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲"""
miss_info,cara membuat,static,false,"""maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲"""
miss_info,start,static,false,"""maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲"""
