intent,pattern,response_type,is_master,response
sls_info,apa itu sls tegal|syarat sertifikat laik sehat|cara urus sls rumah makan|sls dinas kesehatan tegal|pentingnya laik sehat usaha|sertifikat sanitasi lingkungan tegal|siapa yang butuh sls|pengertian sertifikat laik sehat|standar kesehatan tempat usaha|izin sanitasi makanan tegal,static,false,"{""type"": ""text"", ""body"": ""Sertifikat Laik Sehat (SLS) adalah bukti resmi bahwa tempat usaha Anda (seperti resto, hotel, atau depot air) telah memenuhi standar sanitasi dan kesehatan lingkungan. 🏥✨ Dokumen ini memastikan kebersihan bangunan, fasilitas air bersih, dan pengelolaan limbah Anda sudah aman. Pengurusan dapat dikonsultasikan melalui Dinas Kesehatan di MPP. ✨""}"
sls_syarat,tempat yang butuh sls|syarat buat sls tegal|dokumen sertifikat laik sehat|cara urus sls rumah makan|biaya sls depot air minum|uji lab air sls|rekomendasi phri sls|sls hotel tegal|masa berlaku sls|daftar sls online,static,false,"{""type"": ""list"", ""title"": ""Sertifikat Laik Sehat (SLS) wajib dimiliki oleh usaha seperti: * 🍽️ Rumah Makan, Resto, Cafe * 🚰 Depot Air Minum (DAM) * 🏨 Hotel & Penginapan * 🎡 Tempat Hiburan & Apotek **Syarat Utama:**"", ""items"": [""Surat permohonan & Pakta Integritas (Bermaterai)"", ""Denah bangunan & Lokasi usaha"", ""Surat keterangan Puskesmas & Domisili Desa"", ""Hasil uji lab kualitas air bersih"", ""Pas foto 4x6 (Latar Merah)"", ""*Khusus DAM:* Hasil sampel kimia & bakteri."", ""*Khusus Hotel/Resto:* Rekomendasi PHRI. ✨""]}"
nib_manfaat,manfaat nib tegal|fungsi nomor induk berusaha|keuntungan punya nib|nib buat apa saja|legalitas usaha nib|akses perbankan nib|nib untuk tender|identitas resmi usaha tegal|apa pentingnya nib umkm|keuntungan nib bagi pengusaha,static,false,"{""type"": ""text"", ""body"": ""Memiliki NIB (Nomor Induk Berusaha) memberikan banyak keuntungan bagi usaha Anda di Kabupaten Tegal: * ✅ **Legalitas Terjamin:** Usaha Anda diakui resmi oleh negara. * ✅ **Akses Perizinan:** Memudahkan pengurusan izin lanjutan (Sertifikat Halal, BPOM, dll). * ✅ **Bantuan & Hibah:** Menjadi syarat utama mendapatkan bantuan pemerintah atau KUR bank. * ✅ **Peluang Tender:** Bisa ikut serta dalam pengadaan barang/jasa pemerintah. NIB berlaku sebagai identitas tunggal pengganti TDP, API, dan akses kepabeanan. ✨""}"
lkpm_info,apa itu lkpm|cara lapor lkpm oss|jadwal pelaporan lkpm|tutorial isi lkpm online|lkpm triwulan berapa|siapa wajib lapor lkpm|kendala input lkpm|manfaat lapor lkpm|sanksi tidak lapor lkpm|panduan lkpm umkm tegal,static,false,"{""type"": ""list"", ""title"": ""**LKPM** (Laporan Kegiatan Penanaman Modal) adalah laporan wajib bagi pelaku usaha mengenai perkembangan investasi dan kendala yang dihadapi. **Cara Lapor via OSS:**"", ""items"": [""Login ke *oss.go.id*"", ""Pilih menu **Pelaporan** -> **Pelaporan LKPM**."", ""Klik **Buat Laporan** untuk setiap lokasi usaha."", ""Isi data sesuai tahap usaha (Konstruksi atau Produksi/Komersial).  Pelaporan dilakukan berkala (Triwulan/Semester) tergantung skala usaha Anda. ✨""]}"
akta_lahir_info,syarat akta kelahiran tegal|cara buat akta lahir online|akta kelahiran anak baru lahir|biaya buat akta lahir|lama proses akta kelahiran|sipandu tegal akta lahir|cetak akta kelahiran mandiri|formulir f2.01 akta lahir|syarat akta lahir hilang|akta kelahiran gratis tegal,static,false,"{""type"": ""list"", ""title"": ""Prosedur pembuatan Akta Kelahiran di Kabupaten Tegal sebagai berikut. **Persyaratan:** * Surat Ket. Lahir (Desa/RS) * Buku Nikah Orang Tua * KK & KTP Orang Tua * Formulir F-2.01 (Unduh di https://sipandu.tegalkab.go.id/formulir/pelayanan/akta_kelahiran_baru) **Prosedur:** Pemohon mengisi Formulir Pelaporan"", ""items"": [""Pencatatan Sipil di dalam Wilayah NKRI (F-2.01)"", ""Pemohon memilih pengajuan Akta Kelahiran Baru"", ""Pemohon mengisi detail pengajuan"", ""Pemohon mengupload data dukung yang sudah difoto/scan"", ""Pemohon melakukan pengiriman pengajuan"", ""Verifikator menerima dan memeriksa pengajuan"", ""Verifikator memproses atau menolak pengajuan"", ""Pengajuan yang ditolak akan dikirimkan notifikasi alasan penolakan untuk kemudian pemohon bisa memperbaiki dan mengirim ulang pengajuan tersebut"", ""Pengajuan yang disetujui akan diproses sampai selesai menjadi dokumen kependudukan (Akta Kelahiran, Kartu Keluarga dan KIA)"", ""Untuk Akta Kelahiran dan Kartu Keluarga dapat dicetak secara mandiri"", ""Untuk KIA dapat dilakukan pengajuan cetak di Dinas"", ""\\nketerangan:"", ""Waktu penyelesaian 1 (satu) hari kerja dengan ketentuan persyaratan sudah lengkap dan benar serta jaringan/sistem lancar.Tarif/Biaya GRATIS""]}"
akta_mati_info,cara buat akta kematian tegal|syarat akte kematian|cara bikin akta kematian|buat akta kematian|dokumen mengurus akta kematian|akta kematian buatnya gimana|fungsi akta kematian|formulir akta kematian tegal|ktp jenazah akta kematian|akta kematian online tegal,static,false,"{""type"": ""text"", ""body"": ""Akta Kematian penting untuk urusan waris, asuransi, dan update data KK. Layanan ini **GRATIS**. **Persyaratan:** * Surat Ket. Kematian (Desa/RS) * KK & KTP Asli Jenazah * Formulir F-2.01 via Sipandu * Putusan Pengadilan (jika jenazah tidak ditemukan) **Prosedur:** Ajukan via *sipandu.tegalkab.go.id*. Setelah disetujui dalam 1 hari kerja, Anda dapat mencetak Akta Kematian dan KK terbaru secara mandiri. ✨""}"
kk_info,cara buat kk baru tegal|syarat buat kartu keluarga|daftar kk|cara membuat kk|syarat kk|kk hilang ganti baru|cetak kk mandiri tegal|biaya urus kk|cara membuat kartu keluarga|cara bikin kk|cara bikin kartu keluarga|buat kk|update kartu keluarga nikah,static,false,"{""type"": ""list"", ""title"": ""Berikut adalah berkas Persyaratan pembuatan Kartu Keluarga"", ""items"": [""Formulir Biodata Keluarga F-1.01(Unduh di https://sipandu.tegalkab.go.id/formulir/pelayanan/kk)"", ""Formulir Pendaftaran Peristiwa Kependudukan (F-1.02)"", ""Surat Pernyataan Perubahan Elemen Data Kependudukan (F-1.06) jika terdapat perubahan data"", ""Buku Nikah"", ""Kartu Keluarga"", ""Keterangan: Semua berkas yang difoto/scan adalah berkas asli, bukan fotocopy."", ""\\n\\nProses\\n"", ""Pemohon mengisi Formulir Biodata Keluarga (F-1.01) dan Formulir Pendaftaran Peristiwa Kependudukan (F-1.02) serta formulir lainnya sesuai kebutuhan"", ""Pemohon memilih pengajuan Kartu Keluarga"", ""Pemohon mengisi detail pengajuan"", ""Pemohon mengupload data dukung yang sudah difoto/scan"", ""Pemohon melakukan pengiriman pengajuan"", ""Verifikator menerima dan memeriksa pengajuan"", ""Verifikator memproses atau menolak pengajuan"", ""Pengajuan yang ditolak akan dikirimkan notifikasi alasan penolakan untuk kemudian pemohon bisa memperbaiki dan mengirim ulang pengajuan tersebut"", ""Pengajuan yang disetujui akan diproses sampai selesai menjadi dokumen kependudukan (Kartu Keluarga)"", ""Dokumen Kartu Keluarga dapat dicetak secara mandiri"", ""Keterangan:"", ""\\n"", ""Waktu penyelesaian 1 (satu) hari kerja dengan ketentuan persyaratan sudah lengkap dan benar serta jaringan/sistem lancar."", ""\\n"", ""Tarif/Biaya GRATIS.""]}"
surat_pindah_luar,surat pindah luar kabupaten|cara urus surat pindah keluar kabupaten tegal|syarat skpwni slawi|pindah domisili antar kabupaten tegal|formulir f-1.03 pindah keluar|sipandu tegal pindah keluar|proses skpwni berapa lama|cetak surat pindah mandiri|biaya surat pindah luar kota|pindah kependudukan keluar tegal|dokumen pindah antar provinsi,static,false,"{""type"": ""list"", ""title"": ""Untuk mengurus surat pindah keluar Kabupaten Tegal (SKPWNI), layanannya GRATIS dan bisa diakses via Sipandu. 🚗✨"", ""items"": [""Syarat Dokumen:"", ""Formulir F-1.03 (Unduh di sipandu.tegalkab.go.id)"", ""Kartu Keluarga (KK) Asli"", ""Prosedur:"", ""Isi Formulir F-1.03"", ""Pilih menu 'Pindah Keluar' di Sipandu"", ""Upload scan berkas ASLI"", ""Verifikasi admin (1 hari kerja)"", ""Setelah disetujui, cetak SKPWNI secara mandiri untuk dibawa ke daerah tujuan. ✨""]}"
surat_pindah_masuk,surat pindah masuk ke kabupaten|cara pindah masuk ke kabupaten tegal|syarat pendatang baru tegal|pindah domisili ke tegal sipandu|formulir f-1.02 pindah masuk|surat keterangan pindah datang tegal|syarat update kk pendatang|dokumen pindah masuk wni|cara daftar penduduk baru tegal|skpwni dari daerah asal|pindah ke tegal karena nikah,static,false,"{""type"": ""list"", ""title"": ""Selamat datang di Kabupaten Tegal! Untuk mengurus kepindahan masuk, pastikan Anda sudah membawa SKPWNI dari daerah asal. 🏠✨"", ""items"": [""Syarat Dokumen:"", ""SKPWNI (dari daerah asal)"", ""Formulir F-1.02 & F-1.06 (jika ada perubahan data)"", ""Kartu Keluarga"", ""Buku Nikah (jika sudah menikah)"", ""Prosedur:"", ""Ajukan melalui portal Sipandu menu 'Pindah Masuk'"", ""Upload scan berkas ASLI"", ""Verifikasi admin (1 hari kerja)"", ""Setelah selesai, Anda akan mendapatkan KK baru yang bisa dicetak mandiri. ✨""]}"
surat_pindah_dalam,surat pindah dalam kabupaten|pindah alamat dalam kabupaten tegal|surat pindah antar kecamatan tegal|pindah desa dalam satu kabupaten|syarat pindah domisili slawi|formulir f-1.03 pindah dalam kabupaten|cara urus pindah alamat kk tegal|pindah alamat karena nikah tegal|prosedur pindah dalam kabupaten sipandu|skpwni lokal tegal|update kk pindah alamat,static,false,"{""type"": ""list"", ""title"": ""Mengurus pindah alamat antar kecamatan atau desa dalam lingkup Kabupaten Tegal kini sangat mudah dan GRATIS. 📍✨"", ""items"": [""Syarat Dokumen:"", ""Formulir F-1.03 (Pindah Dalam Kabupaten)"", ""Kartu Keluarga (KK) Asli"", ""Prosedur:"", ""Akses sipandu.tegalkab.go.id dan pilih 'Pindah Dalam Kabupaten'"", ""Upload scan berkas ASLI"", ""Verifikasi admin (1 hari kerja)"", ""Setelah disetujui, cetak SKPWNI mandiri dan laporkan ke kecamatan tujuan untuk update data KK Anda. ✨""]}"
pindah_general,pindah|surat pindah|domisili|pindah alamat,disambiguation,true,"{""type"": ""list"", ""title"": ""Untuk pengurusan Surat Pindah, kategori mana yang Anda butuhkan?"", ""items"": [""surat pindah dalam kabupaten"", ""surat pindah luar kabupaten"", ""surat pindah masuk ke kabupaten""]}"
loakk_info,apa itu loakk tegal|cara buat loakk anak baru lahir|syarat paket loakk sipandu|kepanjangan loakk|bikin akta kk kia sekaligus|proses loakk berapa lama|loakk gratis atau bayar|formulir f-2.01 loakk|daftar loakk online|manfaat layanan loakk,static,false,"{""type"": ""list"", ""title"": ""LOAKK (Lahir Olih Akta Kelahiran, KK, dan KIA) adalah layanan paket 3-in-1 untuk bayi baru lahir di Kabupaten Tegal. 👶✨"", ""items"": [""Syarat Dokumen:"", ""Surat Ket. Kelahiran (RS/Bidan)"", ""Formulir F-2.01 (Unduh di sipandu.tegalkab.go.id)"", ""Buku Nikah & KK Asli"", ""Prosedur:"", ""Isi Formulir F-2.01 di portal Sipandu"", ""Upload scan berkas ASLI"", ""Verifikasi 1 hari kerja"", ""Setelah disetujui, Akta & KK bisa dicetak mandiri, sedangkan kartu KIA diambil di Dinas. GRATIS! ✨""]}"
sicantik_info,apa itu sicantik tegal|syarat urus dokumen cerai|update kk setelah cerai|cara daftar sicantik sipandu|kepanjangan sicantik dukcapil|proses akta cerai ke kk|formulir f-1.02 sicantik|berkas dokumen cerai tegal|alur sicantik pengadilan agama|layanan cerai anti ribet,static,false,"{""type"": ""list"", ""title"": ""SI CANTIK adalah inovasi layanan Sistem Informasi Cerai Anti Ribet, Tercatat, dan Terintegrasi KK. 📑⚖️"", ""items"": [""Syarat Dokumen:"", ""Formulir F-1.02 & F-1.06 (Bermaterai)"", ""Kartu Keluarga Asli"", ""Akta Cerai dari Pengadilan Agama"", ""Prosedur:"", ""Layanan diajukan oleh petugas Pengadilan Agama yang ditunjuk"", ""Pemohon menandatangani formulir & surat pernyataan"", ""Petugas mengupload berkas ke sistem Sipandu"", ""Setelah verifikasi disetujui, KK baru dengan status cerai akan diterbitkan. ✨""]}"
ktp_info,cara buat ktp tegal|syarat ktp baru 17 tahun|ktp hilang ganti baru|biaya cetak ktp el|lama proses pembuatan ktp|formulir f-1.21 ktp|syarat ktp rusak|foto copy akta kelahiran ktp|syarat rekam ktp tegal|ktp baru lewat sipandu,static,false,"{""type"": ""list"", ""title"": ""Untuk pengurusan KTP-el di Kabupaten Tegal, berikut informasinya: 🪪✨"", ""items"": [""Syarat Utama:"", ""Usia minimal 17 tahun/sudah nikah"", ""Formulir F-1.21"", ""Fotokopi KK & Akta Kelahiran/Ijazah"", ""Surat Nikah (jika usia di bawah 17)"", ""Prosedur:"", ""Lakukan perekaman di Kecamatan atau Disdukcapil"", ""Untuk ganti rusak/hilang, bisa ajukan via Sipandu dengan upload surat kehilangan/foto KTP rusak"", ""Waktu penyelesaian tergantung ketersediaan blangko & antrian sistem. GRATIS! ✨""]}"
out_of_topic,cuaca hari ini,static,false,"{""type"": ""text"", ""body"": ""Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄""}"
kabar,apa kabar,static,false,"{""type"": ""text"", ""body"": ""Halo! Apa kabar? 😊 Saya baik-baik saja, terima kasih! Sebagai asisten AI, saya selalu siap membantu Anda. Ada yang bisa saya bantu hari ini?""}"
bot_info,siapa kamu|siapa kamu sih|kamu siapa|perkenalkan dirimu|kenalan dong|namamu siapa?|nama,static,false,"{""type"": ""text"", ""body"": ""Saya adalah Firaa, saya hadir untuk menjawab berbagai kebutuhan masyarakat tentang layanan pemerintah 😄""}"
out_of_topic,cuaca dong,static,false,"{""type"": ""text"", ""body"": ""Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄""}"
out_of_topic,bjirr,static,false,"{""type"": ""text"", ""body"": ""Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄""}"
miss_info,kominfo tegallll,static,false,"{""type"": ""text"", ""body"": ""maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲""}"
out_of_topic,cuaca hari ini,static,false,"{""type"": ""text"", ""body"": ""Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄""}"
kabar,apa kabar,static,false,"{""type"": ""text"", ""body"": ""Halo! Apa kabar? 😊 Saya baik-baik saja, terima kasih! Sebagai asisten AI, saya selalu siap membantu Anda. Ada yang bisa saya bantu hari ini?""}"
bot_info,siapa kamu,static,false,"{""type"": ""text"", ""body"": ""Saya adalah chatbot CS untuk menjawab berbagai kebutuhan masyarakat tentang layanan pemerintah 😄""}"
out_of_topic,cuacaa dong,static,false,"{""type"": ""text"", ""body"": ""Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄""}"
out_of_topic,bjirrr,static,false,"{""type"": ""text"", ""body"": ""Maaf, saya hanya chatbot untuk menjawab seputar pemerintahan. mohon hubungi 123 untuk saran, kritik, dan pertanyaan 😄""}"
miss_info,kominfo tegallll,static,false,"{""type"": ""text"", ""body"": ""maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲""}"
ktp_info,cara buat ktp,static,false,"{""type"": ""list"", ""title"": ""\""untuk syarat membuat Kartu tanda penduduk (KTP) adalah sebagai berikut :"", ""items"": [""Telah berusia 17 ( tujuh belas ) tahun atau sudah nikah atau pernah nikah."", ""Mengisi formulir F1.21 Permohonan pembuatan KTP-el."", ""Foto Copy Akta Kelahiran/Ijazah/STTB."", ""Foto Copy KK, Surat Nikah/Perkawinan/Perceraian dan dokumen pendukung lainnya.\""""]}"
ktp_info,pembutan ktp,static,false,"{""type"": ""list"", ""title"": ""\""untuk syarat membuat Kartu tanda penduduk (KTP) adalah sebagai berikut :"", ""items"": [""Telah berusia 17 ( tujuh belas ) tahun atau sudah nikah atau pernah nikah."", ""Mengisi formulir F1.21 Permohonan pembuatan KTP-el."", ""Foto Copy Akta Kelahiran/Ijazah/STTB."", ""Foto Copy KK, Surat Nikah/Perkawinan/Perceraian dan dokumen pendukung lainnya.\""""]}"
ktp_info,pembuatan ktp,static,false,"{""type"": ""list"", ""title"": ""\""untuk syarat membuat Kartu tanda penduduk (KTP) adalah sebagai berikut :"", ""items"": [""Telah berusia 17 ( tujuh belas ) tahun atau sudah nikah atau pernah nikah."", ""Mengisi formulir F1.21 Permohonan pembuatan KTP-el."", ""Foto Copy Akta Kelahiran/Ijazah/STTB."", ""Foto Copy KK, Surat Nikah/Perkawinan/Perceraian dan dokumen pendukung lainnya.\""""]}"
bot_info,kamu siapa,static,false,"{""type"": ""text"", ""body"": ""\""Saya adalah Firaa, saya hadir untuk menjawab berbagai kebutuhan masyarakat tentang layanan pemerintah 😄\""""}"
kabar,apa kaar,static,false,"{""type"": ""text"", ""body"": ""\""Halo! Apa kabar? 😊 Saya baik-baik saja, terima kasih! Sebagai asisten AI, saya selalu siap membantu Anda. Ada yang bisa saya bantu hari ini?\""""}"
miss_info,hkdhdkbdbdjdbd,static,false,"{""type"": ""text"", ""body"": ""\""maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲\""""}"
kominfo_info,alamat diskominfo kab tegal|dimana diskominfo|kantor diskominfo tegal|kantor diskominfo tegal alamat,static,false,"{""type"": ""text"", ""body"": ""Diskominfo Kabupaten Tegal berada di sebelah selatan komplek alun alun slawi, tepatnya berada di Jl. DR. Soetomo No.1, Dukuh Ringin, Dukuhwringin, Kec. Slawi, Kabupaten Tegal, Jawa Tengah 52415.""}"
miss_info,Jam buka,static,false,"{""type"": ""text"", ""body"": ""\""maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲\""""}"
miss_info,Alamat,static,false,"{""type"": ""text"", ""body"": ""\""maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲\""""}"
miss_info,cara membuat,static,false,"{""type"": ""text"", ""body"": ""\""maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲\""""}"
miss_info,start,static,false,"{""type"": ""text"", ""body"": ""\""maaf, bisa tuliskan pertanyaan dengan bahasa yang lebih sederhana?😅🥲\""""}"
dev_info,kamu dibuat oleh siapa?|siapa orang di balik kamu?|siapa yang mengembangkan kamu?|siapa kreator chatbot ini?|siapa tim yang bikin kamu?|siapa yang menciptakan kamu?|kamu hasil karya siapa?|siapa developer dari sistem ini?|siapa yang ngerancang kamu?|siapa yang bikin sistem kamu berjalan?|kamu dibuat pakai bantuan siapa?|siapa yang bertanggung jawab atas pengembangan kamu?|siapa yang bangun chatbot ini dari awal?|kamu dikembangkan oleh siapa sih?|siapa otak di balik chatbot ini?,static,false,"{""type"": ""text"", ""body"": ""saya adalah asisten chatbot Diskominfo Tegal yang dibuat oleh As'adurrofiq, seorang developer dari universitas Amikom Yogyakarta. kalian bisa cek portofolio developer saya di https://github.com/rofiq02bae atau bisa langsung ke whatsapp https://wa.me/6287863535272 . salam hangat dari saya untuk kalian semua 😄""}"
